,Date,City,State,Latitude,Longitude
1126,2022-10-23,Chicago,Illinois,41.8985973,-87.7532359
1127,2022-10-23,Garland,Texas,32.856306,-96.6482109
1128,2022-10-23,Orangeburg,South Carolina,33.4948697,-80.8784844
1129,2022-10-23,Aurora,Colorado,39.6422963,-104.7983527
1130,2022-10-23,Columbus,Georgia,32.4806472,-84.9052647
1131,2022-10-23,Cleveland,Mississippi,33.7348713,-90.7183727
1132,2022-10-23,Boston,Massachusetts,42.2684219,-71.1010773
1133,2022-10-23,Los Angeles,California,33.9833535,-118.2695718
1134,2022-10-23,Columbia,South Carolina,34.1332559,-80.9469079
1135,2022-10-23,Louisville,Kentucky,38.1666038,-85.5941103
1136,2022-10-23,North Charleston,South Carolina,32.841409,-79.9567449
1137,2022-10-23,New Orleans,Louisiana,30.0285331,-90.0218625
1138,2022-10-23,Charlotte,North Carolina,35.1978607,-80.7238455
1139,2022-10-23,Ohio,Illinois,38.853439,-88.0894229
1140,2022-10-23,Charlottesville,Virginia,38.031394,-78.482683
1141,2022-10-23,Iowa City,Iowa,41.6582899,-91.5284468
1142,2022-10-23,Seminole,Oklahoma,35.3620793,-96.5999666
1143,2022-10-23,Oregon,Wisconsin,42.926587,-89.4054483
1144,2022-10-23,Kansas City,Missouri,39.0670193,-94.5244754
1145,2022-10-23,Sharon,Tennessee,36.2441779,-88.8985529
1146,2022-10-23,Visalia,California,36.308883,-119.3070475
1147,2022-10-23,Nashville,Tennessee,36.1331824,-86.7220678
1148,2022-10-23,Saint Louis,Missouri,38.5564042,-90.2523413
1149,2022-10-23,Concord,California,37.9563246,-122.0435894
1150,2022-10-23,Niles,Michigan,41.8361965,-86.1877913
1151,2022-10-23,Elizabethtown,North Carolina,34.6419109,-78.7194331
1152,2022-10-23,Tarboro (Princeville),North Carolina,35.880908,-77.5209091
1153,2022-10-23,Madisonville,Kentucky,37.3679227,-87.5694327
1154,2022-10-23,Saginaw,Michigan,43.431815,-83.9120195
1155,2022-10-23,Saint Louis,Missouri,38.6536752,-90.2821323
1156,2022-10-23,Denver,Colorado,39.7656095,-104.9392954
1157,2022-10-23,Washington,District of Columbia,38.8728646,-77.0075181
1158,2022-10-23,Denver,Colorado,39.8228769,-104.9851514
1159,2022-10-23,Neosho,Missouri,36.8616259,-94.3533618
1160,2022-10-23,Bloomington,Indiana,39.1801169,-86.5680464
1161,2022-10-23,Detroit,Michigan,42.4062029,-83.1485038
1162,2022-10-23,Orlando,Florida,28.5908274,-81.4572255
1163,2022-10-23,Highland Park,Michigan,42.4174251,-83.1053705
1164,2022-10-23,Chicago,Illinois,41.8152598,-87.7047036
1165,2022-10-23,Detroit,Michigan,42.4330095,-83.1802031
1166,2022-10-23,Charleston,Missouri,36.9197365,-89.360073
1167,2022-10-23,West Memphis,Arkansas,35.1461251,-90.1939383
1168,2022-10-23,Cincinnati,Ohio,39.1556103,-84.3901986
1169,2022-10-23,Jackson,Mississippi,32.3462652,-90.1795418
1170,2022-10-23,Jackson,Mississippi,32.2665576,-90.2053108
1171,2022-10-23,Spokane,Washington,47.6520068,-117.4541618
1172,2022-10-23,Reno,Nevada,39.49587,-119.7978065
1173,2022-10-23,Kingsland,Texas,30.6813535,-98.4656618
1174,2022-10-23,Austin,Texas,30.3525224,-97.7183544
1175,2022-10-23,Carbondale,Illinois,37.7218385,-89.2162796
1176,2022-10-23,Tampa,Florida,27.9602782,-82.4417706
1177,2022-10-23,Coachella,California,33.6709845,-116.1773505
1178,2022-10-23,Pomona,California,34.067658,-117.7920779
1179,2022-10-23,Miami,Florida,25.8387779,-80.1983816
1180,2022-10-23,Chicago,Illinois,41.8056179,-87.616875
1181,2022-10-23,Alexandria,Virginia,38.8149047,-77.106769
1182,2022-10-23,Saint Louis,Missouri,38.7096924,-90.2550979
1183,2022-10-23,Waldorf,Maryland,38.6265124,-76.9105483
1184,2022-10-23,Chicago,Illinois,41.7348666,-87.7361722
1185,2022-10-23,Chicago,Illinois,41.9595566,-87.704713
1186,2022-10-23,Willow Creek,California,40.9452898,-123.6359322
1187,2022-10-23,Saint Louis,Missouri,38.6517849,-90.26007
1188,2022-10-23,Greenwood,Mississippi,33.5134358,-90.1794679
1189,2022-10-23,Mobile,Alabama,30.6854791,-88.068576
1190,2022-10-23,Cincinnati,Ohio,39.1061698,-84.5658554
1191,2022-10-23,Boston,Massachusetts,42.2994383,-71.0644726
1192,2022-10-23,Greenwood,Mississippi,33.5186351,-90.1559999
1193,2022-10-23,Hampton,Virginia,37.0426829,-76.3812629
1194,2022-10-23,Raleigh,North Carolina,35.8611189,-78.5975581
1195,2022-10-23,Conetoe,North Carolina,35.8185807,-77.4634379
1196,2022-10-22,Oxnard,California,34.1485761,-119.1804338
1197,2022-10-22,Chicago,Illinois,41.8894685,-87.7532484
1198,2022-10-22,Browntown,Wisconsin,42.5887879,-89.7868985
1199,2022-10-22,Denver,Colorado,39.6827856,-104.9625116
1200,2022-10-22,Greenville,Mississippi,33.4064812,-91.03183
1201,2022-10-22,Columbus,Georgia,32.4114279,-84.9394873
1202,2022-10-22,Houston,Texas,29.6692359,-95.584966
1203,2022-10-22,Garnett,South Carolina,32.6883815,-81.3189579
1204,2022-10-22,Port Wentworth,Georgia,32.1967612,-81.1923613
1205,2022-10-22,Columbus,Ohio,39.9546538,-82.8667487
1206,2022-10-22,Fort Wayne,Indiana,41.1888234,-85.180254
1207,2022-10-22,Baltimore,Maryland,39.3156857,-76.5938322
1208,2022-10-22,Louisville,Kentucky,38.2476498,-85.7683133
1209,2022-10-22,New York (Manhattan),New York,40.8068777,-73.9367614
1210,2022-10-22,Peoria,Illinois,40.6657846,-89.638937
1211,2022-10-22,Hamilton,Ohio,39.4078876,-84.6149811
1212,2022-10-22,Tyler,Texas,32.3739677,-95.3019571
1213,2022-10-22,Philadelphia,Pennsylvania,40.0002246,-75.1549319
1214,2022-10-22,Tulsa,Oklahoma,36.0951421,-95.9719165
1215,2022-10-22,Rock Island,Illinois,41.5010155,-90.5796334
1216,2022-10-22,San Clemente,New Mexico,33.4524017,-117.6532772
1217,2022-10-22,Denver,Colorado,39.6876111,-105.017424
1218,2022-10-22,Cleveland,Ohio,41.4882728,-81.6149199
1219,2022-10-22,Petersburg,Virginia,37.2387734,-77.3708265
1220,2022-10-22,San Antonio,Texas,29.4234656,-98.522929
1221,2022-10-22,San Antonio,Texas,29.4182294,-98.5106016
1222,2022-10-22,Opelousas,Louisiana,30.5331131,-92.0748488
1223,2022-10-22,Belle Glade,Florida,26.6832525,-80.6740886
1224,2022-10-22,Nicholasville,Kentucky,37.875018,-84.56585
1225,2022-10-22,Mansfield,Ohio,40.7503506,-82.5171306
1226,2022-10-22,Houston,Texas,29.706933,-95.2892821
1227,2022-10-22,Houston,Texas,29.8245348,-95.3419718
1228,2022-10-22,Phoenix,Arizona,33.4658538,-112.0977357
1229,2022-10-22,Chicago,Illinois,41.8665226,-87.6946286
1230,2022-10-22,Houston,Texas,29.7290579,-95.358896
1231,2022-10-22,Peebles,Ohio,38.9147148,-83.5322183
1232,2022-10-22,San Diego,California,32.7095318,-117.0667751
1233,2022-10-22,Dallas,Texas,32.7596673,-96.8253224
1234,2022-10-22,Phoenix,Arizona,33.4659737,-112.1692013
1235,2022-10-22,Phoenix,Arizona,33.4188718,-112.197209
1236,2022-10-22,Austin,Texas,30.3385422,-97.7557533
1237,2022-10-22,Milwaukee,Wisconsin,43.0986985,-87.9607215
1238,2022-10-22,Cincinnati (Lockland),Ohio,39.2271747,-84.4573856
1239,2022-10-22,Akron,Ohio,41.093215,-81.54309
1240,2022-10-22,Vansant,Virginia,37.2283215,-82.1776363
1241,2022-10-22,Philadelphia,Pennsylvania,40.0161281,-75.1307966
1242,2022-10-22,Yakima,Washington,46.6027281,-120.4978172
1243,2022-10-22,Chicago,Illinois,41.7644081,-87.5657674
1244,2022-10-22,Des Moines,Iowa,41.6058921,-93.6317902
1245,2022-10-22,Philadelphia,Pennsylvania,40.0440154,-75.088373
1246,2022-10-22,Denham Springs,Louisiana,30.6718712,-90.8794442
1247,2022-10-22,Chicago,Illinois,41.7428693,-87.6646788
1248,2022-10-22,Loma Linda,California,34.0635531,-117.2327616
1249,2022-10-22,Boston,Massachusetts,42.2860338,-71.0928376
1250,2022-10-22,Bronx,New York,40.8826792,-73.8599544
1251,2022-10-22,Mobile,Alabama,30.5745364,-88.155464
1252,2022-10-22,Birmingham,Alabama,33.5467576,-86.7433661
1253,2022-10-21,Sacramento,California,38.6359341,-121.4344631
1254,2022-10-21,Cleveland,Mississippi,33.7391826,-90.7183263
1255,2022-10-21,Fresno,California,36.8004449,-119.8533846
1256,2022-10-21,New Orleans,Louisiana,29.9784992,-90.0572792
1257,2022-10-21,Columbia,South Carolina,34.0507272,-81.1154152
1258,2022-10-21,Baltimore,Maryland,39.3000936,-76.6401828
1259,2022-10-21,Baltimore,Maryland,39.3520211,-76.6860041
1260,2022-10-21,Hazel Park,Michigan,42.4743795,-83.0931351
1261,2022-10-21,Pueblo,Colorado,38.1570966,-104.7733863
1262,2022-10-21,Philadelphia,Pennsylvania,40.00601,-75.0962874
1263,2022-10-21,Fayetteville,North Carolina,35.0386391,-79.0697085
1264,2022-10-21,Kansas City,Missouri,39.1065907,-94.5728237
1265,2022-10-21,Oklahoma City,Oklahoma,35.4342059,-97.4848918
1266,2022-10-21,Salinas,California,36.6879326,-121.5936937
1267,2022-10-21,Milwaukee,Wisconsin,43.0597112,-87.9001287
1268,2022-10-21,Compton,California,33.9006574,-118.2242029
1269,2022-10-21,Pontiac,Michigan,42.6525779,-83.3029076
1270,2022-10-21,Madison,Wisconsin,43.0161757,-89.5053543
1271,2022-10-21,Houston,Texas,29.6860645,-95.5092554
1272,2022-10-21,Athens,Georgia,33.9370955,-83.3241383
1273,2022-10-21,Houston,Texas,29.9596886,-95.4820655
1274,2022-10-21,Mission (Alton),Texas,26.2726973,-98.3160293
1275,2022-10-21,Humble,Texas,29.9437837,-95.2987955
1276,2022-10-21,Yucca,Arizona,34.8587764,-114.1463239
1277,2022-10-21,Hartland,Wisconsin,43.0968991,-88.3293042
1278,2022-10-21,Morrison,Illinois,41.8121461,-89.963245
1279,2022-10-21,Maitland (Eatonville),Florida,28.6172362,-81.395202
1280,2022-10-21,Austin,Texas,30.3053322,-97.6632462
1281,2022-10-21,Hartford,Connecticut,41.7464242,-72.673327
1282,2022-10-21,Phoenix,Arizona,33.5239753,-112.1342692
1283,2022-10-21,Albuquerque,New Mexico,35.0837919,-106.6477819
1284,2022-10-21,Pittsburgh (Penn Hills),Pennsylvania,40.4729085,-79.8057506
1285,2022-10-21,South Bend,Indiana,41.661239,-86.2444495
1286,2022-10-21,Los Angeles,California,33.9570263,-118.230919
1287,2022-10-21,Los Angeles,California,34.0120718,-118.27403
1288,2022-10-21,Miami,Florida,25.8816236,-80.2266469
1289,2022-10-21,Loveland,Colorado,40.3782252,-104.9888595
1290,2022-10-21,North Little Rock,Arkansas,34.805155,-92.1836565
1291,2022-10-21,Montgomery,Illinois,41.7324939,-88.318907
1292,2022-10-21,Chicago,Illinois,41.7519992,-87.5636058
1293,2022-10-21,Yakima,Washington,46.6144959,-120.5119334
1294,2022-10-21,Lubbock,Texas,33.5996809,-101.8565864
1295,2022-10-21,East Orange,New Jersey,40.7685246,-74.2093802
1296,2022-10-21,Santa Ana,California,33.7266334,-117.8578438
1297,2022-10-21,Mobile,Alabama,30.674914,-88.109077
1298,2022-10-21,Richmond,Virginia,37.5213006,-77.5021758
1299,2022-10-20,Milwaukee,Wisconsin,43.1187275,-88.0299175
1300,2022-10-20,Portland,Oregon,45.4700157,-122.5855241
1301,2022-10-20,Keller,Washington,48.0761985,-118.682226
1302,2022-10-20,Greenville,South Carolina,34.855464,-82.437262
1303,2022-10-20,Aurora,Colorado,39.7148954,-104.7927532
1304,2022-10-20,Richmond,Virginia,37.5435469,-77.417152
1305,2022-10-20,Flint,Michigan,43.001823,-83.666252
1306,2022-10-20,Cherokee,North Carolina,35.4710706,-83.3102188
1307,2022-10-20,Hinesville,Georgia,31.8193228,-81.6110212
1308,2022-10-20,Norfolk,Virginia,36.8646839,-76.2764909
1309,2022-10-20,Thomasville,Georgia,30.8529924,-83.9859853
1310,2022-10-20,Las Vegas,Nevada,36.1814854,-115.0528873
1311,2022-10-20,Summerville,South Carolina,32.9915969,-80.167818
1312,2022-10-20,Orlando (Pine Hills),Florida,28.5879461,-81.4737098
1313,2022-10-20,Milwaukee (Brown Deer),Wisconsin,43.1614908,-87.968529
1314,2022-10-20,Harrisburg,Pennsylvania,40.2496025,-76.8570063
1315,2022-10-20,Huntington Park,California,33.9798692,-118.2042074
1316,2022-10-20,Modesto,California,37.6006459,-121.0119299
1317,2022-10-20,Sacramento,California,38.5659434,-121.4562888
1318,2022-10-20,Bradenton,Florida,27.4938849,-82.5445753
1319,2022-10-20,Tucson,Arizona,32.3228112,-111.2049703
1320,2022-10-20,Santa Maria,California,34.946929,-120.4494286
1321,2022-10-20,Philadelphia,Pennsylvania,39.9701218,-75.181327
1322,2022-10-20,District Heights,Maryland,38.8446493,-76.891665
1323,2022-10-20,Chicago,Illinois,41.669575,-87.551851
1324,2022-10-20,West Chester,Ohio,39.3175502,-84.4462703
1325,2022-10-20,Vancouver,Washington,45.6210901,-122.5548665
1326,2022-10-20,Molino,Florida,30.7202168,-87.3152821
1327,2022-10-20,Little Rock,Arkansas,34.720553,-92.3516363
1328,2022-10-20,Rochester,New York,43.1742916,-77.5769734
1329,2022-10-20,Greenwood,Mississippi,33.5193127,-90.1548782
1330,2022-10-20,Monroe,Louisiana,32.5503324,-92.0183467
1331,2022-10-20,Las Vegas,Nevada,36.1402861,-115.1377317
1332,2022-10-20,Louisville (Shively),Kentucky,38.1995624,-85.7988751
1333,2022-10-19,Columbus,Georgia,32.4630309,-84.9899271
1334,2022-10-19,Easley,South Carolina,34.8441157,-82.5282087
1335,2022-10-19,North Charleston,South Carolina,32.8485757,-79.9805721
1336,2022-10-19,Grain Valley,Missouri,39.0182059,-94.2203426
1337,2022-10-19,Rockdale,Texas,30.6389663,-97.0511027
1338,2022-10-19,Kansas City,Missouri,39.0998745,-94.5809212
1339,2022-10-19,Baltimore,Maryland,39.3465851,-76.6807601
1340,2022-10-19,Baltimore,Maryland,39.3395097,-76.6629516
1341,2022-10-19,Nashville,Tennessee,36.2002497,-86.7487285
1342,2022-10-19,Denver,Colorado,39.7851985,-104.7974928
1343,2022-10-19,Bronx,New York,40.8823475,-73.8630865
1344,2022-10-19,Richmond,Virginia,37.5492093,-77.4064593
1345,2022-10-19,Saginaw,Michigan,43.4259058,-83.9603478
1346,2022-10-19,Lasara,Texas,26.464534,-97.9097501
1347,2022-10-19,Christiana,Tennessee,35.7128468,-86.5100846
1348,2022-10-19,Staten Island,New York,,
1349,2022-10-19,Los Angeles,California,33.9512081,-118.2326498
1350,2022-10-19,Lewiston,Maine,44.0891017,-70.2177731
1351,2022-10-19,Golden Valley,Arizona,35.0616416,-114.1752457
1352,2022-10-19,Fort Lauderdale (Lauderhill),Florida,26.1568495,-80.2293568
1353,2022-10-19,Reno,Nevada,39.542211,-119.8121185
1354,2022-10-19,Detroit,Michigan,42.3646072,-83.2422124
1355,2022-10-19,Hawthorne,California,33.9285578,-118.3177931
1356,2022-10-19,Philadelphia,Pennsylvania,40.0287032,-75.0769404
1357,2022-10-19,Philadelphia,Pennsylvania,39.9621908,-75.2443675
1358,2022-10-19,Bucyrus,Ohio,40.8120187,-82.9781129
1359,2022-10-19,Oxford,Mississippi,34.3395652,-89.4872465
1360,2022-10-19,Tampa,Florida,27.9921035,-82.418308
1361,2022-10-19,Boise,Idaho,43.6120611,-116.2690068
1362,2022-10-19,Seattle,Washington,47.6126083,-122.296387
1363,2022-10-19,Miami,Florida,25.765848,-80.4781571
1364,2022-10-19,Clemmons,North Carolina,36.0256089,-80.3680009
1365,2022-10-19,Andalusia,Alabama,31.321116,-86.4968258
1366,2022-10-19,Atlantic City,New Jersey,39.3618308,-74.42806
1367,2022-10-19,Hope Mills,North Carolina,34.97509,-78.9535808
1368,2022-10-19,Brighton,Colorado,39.9714012,-104.8280424
1369,2022-10-19,Billings,Montana,45.7567241,-108.5305379
1370,2022-10-18,Ocala,Florida,29.1853293,-82.185957
1371,2022-10-18,Hammond,Louisiana,30.475803,-90.5007647
1372,2022-10-18,Jackson,Mississippi,32.268352,-90.2141185
1373,2022-10-18,New Orleans,Louisiana,29.9899249,-90.0600811
1374,2022-10-18,Little Rock,Arkansas,34.7397932,-92.3562814
1375,2022-10-18,Lancaster,Pennsylvania,40.0309099,-76.3005735
1376,2022-10-18,Cleveland,Ohio,41.5158061,-81.6260832
1377,2022-10-18,Hagerstown,Maryland,39.647229,-77.7185042
1378,2022-10-18,Tampa,Florida,27.9747758,-82.4844556
1379,2022-10-18,Cincinnati,Ohio,,
1380,2022-10-18,Detroit,Michigan,42.397228,-82.9880805
1381,2022-10-18,Mandeville,Louisiana,30.3633402,-90.0351506
1382,2022-10-18,Sacramento,California,38.5394551,-121.4591
1383,2022-10-18,Los Angeles,California,34.053021,-118.1843514
1384,2022-10-18,Gallatin Gateway,Montana,45.4619486,-111.2508656
1385,2022-10-18,San Francisco,California,37.7841429,-122.4080938
1386,2022-10-18,Las Vegas,Nevada,36.0909404,-115.0585673
1387,2022-10-18,Las Vegas,Nevada,36.1830951,-115.0168132
1388,2022-10-18,Chicago,Illinois,42.0103963,-87.6930508
1389,2022-10-18,Jacksonville,Florida,30.3389974,-81.6709633
1390,2022-10-18,Shreveport,Louisiana,32.465728,-93.861272
1391,2022-10-18,Portland,Oregon,45.5028895,-122.5122781
1392,2022-10-18,Baltimore,Maryland,39.277459,-76.6382118
1393,2022-10-18,Fayetteville,North Carolina,35.0813612,-78.9003343
1394,2022-10-18,Sparks,Nevada,39.5415043,-119.710123
1395,2022-10-18,Miami,Florida,25.8447181,-80.2243332
1396,2022-10-18,Oklahoma City (Midwest City),Oklahoma,35.4446049,-97.3612569
1397,2022-10-18,San Diego,California,32.6950383,-117.102398
1398,2022-10-18,Stockton,California,37.9347918,-121.279476
1399,2022-10-18,Paragould,Arkansas,36.058683,-90.5483168
1400,2022-10-18,Benton,Arkansas,34.5501668,-92.5463566
1401,2022-10-18,Indianapolis,Indiana,39.779969,-86.250598
1402,2022-10-18,Hartsville,South Carolina,34.4390737,-79.9536247
1403,2022-10-18,Bluffton,South Carolina,32.2604243,-80.8808216
1404,2022-10-18,Winston Salem (Winston-salem),North Carolina,36.0734755,-80.2142014
1405,2022-10-18,Greensboro,North Carolina,36.0850927,-79.7505966
1406,2022-10-18,New Iberia,Louisiana,30.0114302,-91.8386456
1407,2022-10-18,Fayetteville,North Carolina,35.0285349,-79.0373491
1408,2022-10-18,Harvey,Louisiana,29.877644,-90.0561945
1409,2022-10-17,Jeffersonville,Indiana,38.3116837,-85.7079985
1410,2022-10-17,Memphis,Tennessee,35.037327,-90.0056004
1411,2022-10-17,Corona (Queens),New York,40.7449859,-73.8642613
1412,2022-10-17,Altamonte Springs,Florida,28.6624477,-81.3664734
1413,2022-10-17,Colony,Texas,33.0991089,-96.8786034
1414,2022-10-17,Corona (Eastvale),California,33.9697606,-117.5507723
1415,2022-10-17,Fort Worth,Texas,32.7389029,-97.2777411
1416,2022-10-17,Chicago,Illinois,41.9965216,-87.6900934
1417,2022-10-17,Southlake,Texas,32.9525256,-97.1319837
1418,2022-10-17,Hernandez,New Mexico,36.040669,-106.1005043
1419,2022-10-17,Fort Worth,Texas,32.8420274,-97.1945536
1420,2022-10-17,Jacksonville,Florida,30.3696955,-81.6645553
1421,2022-10-17,Chattanooga,Tennessee,35.0120505,-85.2744046
1422,2022-10-17,Baldwin,Michigan,43.9331612,-85.8559856
1423,2022-10-17,Las Vegas,Nevada,36.0956219,-115.1387386
1424,2022-10-17,Henrico,Virginia,37.5091463,-77.3905775
1425,2022-10-17,Augusta,Georgia,33.5120054,-82.0462047
1426,2022-10-17,Cincinnati,Ohio,39.1235269,-84.5813763
1427,2022-10-17,Green Bay,Wisconsin,44.4937473,-87.993435
1428,2022-10-17,Cleveland,Ohio,41.4708661,-81.7001506
1429,2022-10-17,Pottstown,Pennsylvania,40.253961,-75.6511878
1430,2022-10-17,Chicago,Illinois,41.7007111,-87.5634191
1431,2022-10-17,Beech Island,South Carolina,33.4290193,-81.8667588
1432,2022-10-17,San Antonio,Texas,29.4361939,-98.4475982
1433,2022-10-17,Canton,Ohio,40.8320909,-81.3886761
1434,2022-10-17,Las Vegas,Nevada,36.1099106,-115.2272216
1435,2022-10-17,Bartow,Florida,27.8928291,-81.8275382
1436,2022-10-17,Hickory,North Carolina,35.7215935,-81.3305835
1437,2022-10-17,Washington,District of Columbia,38.8418202,-76.9866377
1438,2022-10-17,Woodbridge,Virginia,38.652005,-77.3667395
1439,2022-10-17,Chicago,Illinois,41.7699088,-87.6838226
1440,2022-10-17,Chicago,Illinois,41.782958,-87.5893052
1441,2022-10-17,Kansas City,Missouri,39.0230701,-94.5382694
1442,2022-10-17,Browning,Montana,,
1443,2022-10-17,Stoneville,North Carolina,36.4934373,-79.8186797
1444,2022-10-17,Birmingham,Alabama,33.5379136,-86.72481
1445,2022-10-17,Boston,Massachusetts,42.3036219,-71.0720233
1446,2022-10-17,Winder,Georgia,34.047665,-83.699944
1447,2022-10-16,Marietta,Georgia,33.9125452,-84.5707417
1448,2022-10-16,El Paso,Texas,31.8578598,-106.4323975
1449,2022-10-16,Fairmont,West Virginia,39.4790432,-80.2363152
1450,2022-10-16,Kansas City,Missouri,39.1811499,-94.5767138
1451,2022-10-16,Chicago,Illinois,41.7687953,-87.6469433
1452,2022-10-16,Yuma,Arizona,32.7194113,-114.6599723
1453,2022-10-16,Ridgeland,South Carolina,32.4890239,-80.9541135
1454,2022-10-16,Oklahoma City,Oklahoma,35.4391404,-97.5399774
1455,2022-10-16,North Pole,Alaska,,
1456,2022-10-16,Kansas City,Missouri,39.1805772,-94.493576
1457,2022-10-16,Savannah,Georgia,32.0933774,-81.1245785
1458,2022-10-16,Washington,District of Columbia,38.8549184,-76.9895526
1459,2022-10-16,Flint,Michigan,43.0271784,-83.7239297
1460,2022-10-16,Knoxville,Tennessee,35.913328,-83.9561818
1461,2022-10-16,San Antonio,Texas,29.3777091,-98.5488296
1462,2022-10-16,Gibson,Louisiana,29.6398806,-90.9600401
1463,2022-10-16,Reading,Pennsylvania,40.369255,-75.9264549
1464,2022-10-16,Houston,Texas,29.9698244,-95.4019937
1465,2022-10-16,Cantonment,Florida,30.642328,-87.391296
1466,2022-10-16,Milwaukee,Wisconsin,43.0983565,-87.9928995
1467,2022-10-16,Dublin,Georgia,32.5528843,-82.8351364
1468,2022-10-16,Union Township,Indiana,39.768849,-86.5818582
1469,2022-10-16,Dallas,Texas,32.7802365,-96.6822711
1470,2022-10-16,Charlotte,North Carolina,35.125217,-80.872574
1471,2022-10-16,Anadarko,Oklahoma,35.0664532,-98.2469395
1472,2022-10-16,Detroit,Michigan,42.3705555,-83.2152915
1473,2022-10-16,Elyria,Ohio,41.3605857,-82.1006457
1474,2022-10-16,Toledo,Ohio,41.6564351,-83.5696165
1475,2022-10-16,Indianapolis,Indiana,39.8162234,-86.2701596
1476,2022-10-16,Benson,North Carolina,35.5311552,-78.5621277
1477,2022-10-16,Dover,Delaware,39.1595844,-75.5263796
1478,2022-10-16,Selma,North Carolina,35.5231185,-78.3038483
1479,2022-10-16,Columbus,Ohio,39.9944071,-82.9990764
1480,2022-10-16,Chicago,Illinois,41.9152698,-87.6343802
1481,2022-10-16,Greenville,South Carolina,34.8369492,-82.4012483
1482,2022-10-16,Bellingham,Washington,48.7606988,-122.4463656
1483,2022-10-16,Union,New Jersey,40.6961134,-74.2698799
1484,2022-10-16,Richmond,Virginia,37.5298391,-77.4248399
1485,2022-10-16,Stuttgart,Arkansas,34.4929054,-91.5502757
1486,2022-10-16,Jackson,Mississippi,32.2976472,-90.2374301
1487,2022-10-16,New York (Manhattan),New York,40.8615656,-73.9247386
1488,2022-10-16,Nashville,Tennessee,36.2279365,-86.7963357
1489,2022-10-16,Brooklyn,New York,40.6667397,-73.8923146
1490,2022-10-16,La Vergne,Tennessee,35.9902635,-86.5659662
1491,2022-10-16,Sumter,South Carolina,33.9140362,-80.3793439
1492,2022-10-16,San Diego,California,32.7822715,-117.0794027
1493,2022-10-16,Minneapolis,Minnesota,44.9494345,-93.2961728
1494,2022-10-16,Birmingham,Alabama,33.5070654,-86.8343271
1495,2022-10-15,Chesapeake,Virginia,36.8127879,-76.2485909
1496,2022-10-15,Norfolk,Virginia,36.849859,-76.2689156
1497,2022-10-15,Reno,Nevada,39.6267697,-119.9011575
1498,2022-10-15,Cape Girardeau,Missouri,37.3077261,-89.5219644
1499,2022-10-15,Warner Robins,Georgia,32.6184341,-83.6150318
1500,2022-10-15,Blue Springs,Missouri,39.0295483,-94.2569303
1501,2022-10-15,Saint Louis,Missouri,38.5939955,-90.2311663
1502,2022-10-15,New Orleans,Louisiana,29.959906,-90.007975
1503,2022-10-15,Chicago,Illinois,41.7416363,-87.6380875
1504,2022-10-15,Fort Lauderdale (Davie),Florida,26.1140214,-80.3148039
1505,2022-10-15,Birmingham,Alabama,33.5053461,-86.8291406
1506,2022-10-15,Denver,Colorado,39.8343414,-104.9981473
1507,2022-10-15,Elkhart,Indiana,41.651797,-85.9523897
1508,2022-10-15,Atlanta,Georgia,33.8033003,-84.3999677
1509,2022-10-15,North Charleston,South Carolina,32.9054333,-80.0870591
1510,2022-10-15,Pittsburgh,Pennsylvania,40.451143,-80.000679
1511,2022-10-15,Newark,Maryland,38.2312475,-75.3036576
1512,2022-10-15,Phoenix,Arizona,33.5094481,-112.1169941
1513,2022-10-15,Augusta,Georgia,33.4342937,-82.0033975
1514,2022-10-15,Toledo,Ohio,41.6235184,-83.5864823
1515,2022-10-15,Milwaukee,Wisconsin,43.1387667,-88.0046891
1516,2022-10-15,Baltimore,Maryland,39.2791837,-76.6568382
1517,2022-10-15,Kansas City,Missouri,38.9187035,-94.5089555
1518,2022-10-15,Augusta,Georgia,33.4886614,-82.0024545
1519,2022-10-15,Chicago,Illinois,41.7360463,-87.6247889
1520,2022-10-15,Compton,California,33.9161628,-118.2319967
1521,2022-10-15,Delano,California,35.7633098,-119.2384801
1522,2022-10-15,Jacksonville,Florida,30.2983621,-81.7491353
1523,2022-10-15,Santa Ana,California,33.739693,-117.8449245
1524,2022-10-15,Pomona,California,34.0588488,-117.7645342
1525,2022-10-15,Edinburg,Texas,26.3219323,-98.1897119
1526,2022-10-15,Rock Island,Illinois,41.5079342,-90.5657075
1527,2022-10-15,Fort Worth,Texas,32.709212,-97.2669165
1528,2022-10-15,Baltimore,Maryland,39.286055,-76.6790343
1529,2022-10-15,San Antonio,Texas,29.5560852,-98.6143925
1530,2022-10-15,Hickory (Long View),North Carolina,35.721851,-81.3838535
1531,2022-10-15,Columbia,South Carolina,34.0683526,-80.9577262
1532,2022-10-15,Frederick,Maryland,39.4236405,-77.4612699
1533,2022-10-15,Bennettsville,South Carolina,34.6103049,-79.6859449
1534,2022-10-15,Corona (Queens),New York,40.6679601,-73.7440737
1535,2022-10-15,Detroit,Michigan,42.4238357,-83.1801351
1536,2022-10-15,Elyria,Ohio,41.3571026,-82.1560014
1537,2022-10-15,West Palm Beach,Florida,26.6957353,-80.171073
1538,2022-10-15,Toledo,Ohio,41.682343,-83.591632
1539,2022-10-15,Winston Salem (Winston-salem),North Carolina,36.1288301,-80.2561184
1540,2022-10-15,Indianapolis,Indiana,39.79681,-85.9982224
1541,2022-10-15,Kennewick,Washington,46.2017449,-119.1818269
1542,2022-10-15,Philadelphia,Pennsylvania,40.0045159,-75.1467816
