,Date,City,State,CompAddress,Latitude,Longitude,PartialAddress
493,2022-10-31,Kansas City (Raytown),Missouri,"Raytown Rd and E 87th St, Kansas City (Raytown), Missouri, USA",38.9651519,-94.4653794,"Kansas City (Raytown), Missouri, USA"
494,2022-10-31,Natrona Heights,Pennsylvania,"Shamrock Ln, Natrona Heights, Pennsylvania, USA",40.6534422,-79.7462561,"Natrona Heights, Pennsylvania, USA"
495,2022-10-31,Madras,Oregon,"900 block of SE Maliah Ave, Madras, Oregon, USA",44.623064,-121.1231965,"Madras, Oregon, USA"
496,2022-10-31,Montgomery,Illinois,"Oak Ridge Ln, Montgomery, Illinois, USA",41.7277296,-88.3280778,"Montgomery, Illinois, USA"
497,2022-10-31,Cheyenne,Wyoming,"6900 block of Horse Soldier Rd, Cheyenne, Wyoming, USA",41.154456,-104.7245343,"Cheyenne, Wyoming, USA"
498,2022-10-31,Mobile,Alabama,"205 Government St, Mobile, Alabama, USA",30.6889908,-88.0424775,"Mobile, Alabama, USA"
499,2022-10-31,Brooklyn,New York,"2932 Avenue V, Brooklyn, New York, USA",40.5980477,-73.94102,"Brooklyn, New York, USA"
500,2022-10-31,Sherwood,Arkansas,"4000 block of Hollyridge Cove, Sherwood, Arkansas, USA",34.828781,-92.2368429,"Sherwood, Arkansas, USA"
501,2022-10-31,Joplin,Missouri,"2216 S Annie Baxter Ave, Joplin, Missouri, USA",37.0667477,-94.5292274,"Joplin, Missouri, USA"
502,2022-10-30,Goldsboro,North Carolina,"203 Haywood Dr, Goldsboro, North Carolina, USA",35.3434411,-78.0383,"Goldsboro, North Carolina, USA"
503,2022-10-30,Omaha,Nebraska,"3006 Mason St, Omaha, Nebraska, USA",41.250912,-95.9570315,"Omaha, Nebraska, USA"
504,2022-10-30,Greeneville,Tennessee,"100 block of Old Asheville Hwy, Greeneville, Tennessee, USA",36.1423356,-82.8282678,"Greeneville, Tennessee, USA"
505,2022-10-30,Sacramento,California,"Phoenix Park Dr and Savannah Dr, Sacramento, California, USA",38.483156,-121.45494,"Sacramento, California, USA"
506,2022-10-30,Palm Springs,California,"5600 block of E Ramon Rd, Palm Springs, California, USA",33.8159289,-116.4936898,"Palm Springs, California, USA"
507,2022-10-30,Parkville,Maryland,"7301  McClean Blvd, Parkville, Maryland, USA",39.372258,-76.5669079,"Parkville, Maryland, USA"
508,2022-10-30,Kansas City,Missouri,"9400 block of Bales Ave, Kansas City, Missouri, USA",38.9558198,-94.5489647,"Kansas City, Missouri, USA"
509,2022-10-30,Austin,Texas,"600 block of E 7th St, Austin, Texas, USA",30.2675318,-97.7365724,"Austin, Texas, USA"
510,2022-10-30,Portsmouth,Virginia,"900 block of Randolph St, Portsmouth, Virginia, USA",36.8260517,-76.3087179,"Portsmouth, Virginia, USA"
511,2022-10-30,San Jose,California,"500 block of Madera Ave, San Jose, California, USA",37.3588605,-121.8933179,"San Jose, California, USA"
512,2022-10-30,Denver,Colorado,"9825 E Girard Ave, Denver, Colorado, USA",39.6553123,-104.8719176,"Denver, Colorado, USA"
513,2022-10-30,Phoenix,Arizona,"6700 W Thomas Rd, Phoenix, Arizona, USA",33.4804205,-112.2032694,"Phoenix, Arizona, USA"
514,2022-10-30,Falls Church,Virginia,"5599 Seminary Rd, Falls Church, Virginia, USA",38.8457768,-77.1220445,"Falls Church, Virginia, USA"
515,2022-10-30,Longmont,Colorado,"US-287 and Yellowstone Rd, Longmont, Colorado, USA",40.2468295,-105.1028253,"Longmont, Colorado, USA"
516,2022-10-30,Chattanooga,Tennessee,"6050 Shallowford Rd, Chattanooga, Tennessee, USA",35.0520933,-85.1863279,"Chattanooga, Tennessee, USA"
517,2022-10-30,San Luis,Arizona,"County 23rd St, San Luis, Arizona, USA",32.4947434,-114.6431799,"San Luis, Arizona, USA"
518,2022-10-30,Louisville,Kentucky,"3110 Rockford Ln, Louisville, Kentucky, USA",38.1833639,-85.8553211,"Louisville, Kentucky, USA"
519,2022-10-30,Joliet,Illinois,"Columbia St and Henderson Ave, Joliet, Illinois, USA",41.5337211,-88.0642511,"Joliet, Illinois, USA"
520,2022-10-30,Virginia Beach,Virginia,"1200 block of Carver Ave, Virginia Beach, Virginia, USA",36.8435509,-75.9996439,"Virginia Beach, Virginia, USA"
521,2022-10-30,Brooklyn,New York,"1006 Atlantic Ave, Brooklyn, New York, USA",40.6800636,-73.9606394,"Brooklyn, New York, USA"
522,2022-10-30,Aurora,Colorado,"900 block of N Geneva St, Aurora, Colorado, USA",39.7301733,-104.8680482,"Aurora, Colorado, USA"
523,2022-10-30,Memphis,Tennessee,"5000 block of Wooddale Ave, Memphis, Tennessee, USA",35.0534003,-89.8969199,"Memphis, Tennessee, USA"
524,2022-10-30,Memphis,Tennessee,"Barron Ave and Getwell Rd, Memphis, Tennessee, USA",35.0970307,-89.9309312,"Memphis, Tennessee, USA"
525,2022-10-30,Columbus,Ohio,"1485 N Cassady Ave, Columbus, Ohio, USA",40.0009413,-82.9306016,"Columbus, Ohio, USA"
526,2022-10-30,Cincinnati,Ohio,"800 block of Hutchins Rd, Cincinnati, Ohio, USA",39.1451423,-84.4904771,"Cincinnati, Ohio, USA"
527,2022-10-30,Davenport,Iowa,"Kimberly Rd and Elmore Ave, Davenport, Iowa, USA",41.5538948,-90.5273599,"Davenport, Iowa, USA"
528,2022-10-30,Cleveland,Ohio,"50 Public Square, Cleveland, Ohio, USA",41.4985081,-81.6937861,"Cleveland, Ohio, USA"
529,2022-10-30,Memphis,Tennessee,"600 block of Exchange Ave, Memphis, Tennessee, USA",35.1484869,-90.0395336,"Memphis, Tennessee, USA"
530,2022-10-30,Winter Haven,Florida,"Sophia Dr, Winter Haven, Florida, USA",28.0425283,-81.6983901,"Winter Haven, Florida, USA"
531,2022-10-30,Albuquerque,New Mexico,"700 block of Coors Blvd SW, Albuquerque, New Mexico, USA",35.0740837,-106.6986141,"Albuquerque, New Mexico, USA"
532,2022-10-30,Baltimore,Maryland,"500 block of S Bentalou St, Baltimore, Maryland, USA",39.2813084,-76.6526508,"Baltimore, Maryland, USA"
533,2022-10-30,Baltimore,Maryland,"4000 block of Old York Rd, Baltimore, Maryland, USA",39.3382438,-76.6079877,"Baltimore, Maryland, USA"
534,2022-10-30,Mobile,Alabama,"300 block of Azalea Rd, Mobile, Alabama, USA",30.6735571,-88.1497242,"Mobile, Alabama, USA"
535,2022-10-30,Houston,Texas,"2500 block of Joel Wheaton Rd, Houston, Texas, USA",29.7356193,-95.6343442,"Houston, Texas, USA"
536,2022-10-30,Dallas,Texas,"3410 Metropolitan Ave, Dallas, Texas, USA",32.769656,-96.755457,"Dallas, Texas, USA"
537,2022-10-30,Compton,California,"14400 block of S Clymer Ave, Compton, California, USA",33.9019517,-118.2610247,"Compton, California, USA"
538,2022-10-30,Huntington Park,California,"6300 block of Malabar St, Huntington Park, California, USA",33.9835454,-118.2277751,"Huntington Park, California, USA"
539,2022-10-30,Columbus,Ohio,"E 19th Ave and Gladstone Ave, Columbus, Ohio, USA",40.0020773,-82.9700462,"Columbus, Ohio, USA"
540,2022-10-30,Washington,District of Columbia,"900 block of Wahler Pl SE, Washington, District of Columbia, USA",38.834726,-76.9926132,"Washington, District of Columbia, USA"
541,2022-10-30,Hartsville,South Carolina,"Security Dr, Hartsville, South Carolina, USA",34.3555064,-80.0717124,"Hartsville, South Carolina, USA"
542,2022-10-30,Kinston,North Carolina,"700 block of Vernon Ave, Kinston, North Carolina, USA",35.2685117,-77.5707202,"Kinston, North Carolina, USA"
543,2022-10-30,Philadelphia,Pennsylvania,"3100 block of Hartville St, Philadelphia, Pennsylvania, USA",39.995874,-75.1202565,"Philadelphia, Pennsylvania, USA"
544,2022-10-30,Chicago,Illinois,"6800 block of W Grand Ave, Chicago, Illinois, USA",41.923901,-87.79554,"Chicago, Illinois, USA"
545,2022-10-30,Covina,California,"17000 block of E Bellbrook St, Covina, California, USA",34.0982239,-117.9165019,"Covina, California, USA"
546,2022-10-30,Kansas City,Missouri,"2301 Topping Ave, Kansas City, Missouri, USA",39.0831246,-94.5152833,"Kansas City, Missouri, USA"
547,2022-10-30,Moses Lake,Washington,"3000 block of Road H NE, Moses Lake, Washington, USA",47.1311496,-119.3210005,"Moses Lake, Washington, USA"
548,2022-10-30,Hammond,Louisiana,"Wardline Rd and Laurie Dr, Hammond, Louisiana, USA",30.5190183,-90.5420803,"Hammond, Louisiana, USA"
549,2022-10-30,Little Rock,Arkansas,"6 York Dr, Little Rock, Arkansas, USA",34.6827509,-92.3327363,"Little Rock, Arkansas, USA"
550,2022-10-30,Montgomery,Alabama,"Eastern Blvd and Monticello Dr, Montgomery, Alabama, USA",32.3656768,-86.2118759,"Montgomery, Alabama, USA"
551,2022-10-30,Columbus,Mississippi,"700 block of 21st St N, Columbus, Mississippi, USA",33.5034649,-88.4103973,"Columbus, Mississippi, USA"
552,2022-10-30,Vicksburg,Mississippi,"902 Blossom Ln, Vicksburg, Mississippi, USA",32.327581,-90.839337,"Vicksburg, Mississippi, USA"
553,2022-10-30,Farmville,Virginia,"800 block of Early St, Farmville, Virginia, USA",37.3089853,-78.3845882,"Farmville, Virginia, USA"
554,2022-10-30,Saint Louis,Missouri,"3600 block of Pennsylvania Ave, Saint Louis, Missouri, USA",38.5904823,-90.2341102,"Saint Louis, Missouri, USA"
555,2022-10-30,Memphis,Tennessee,"3920 Park Ave, Memphis, Tennessee, USA",35.107905,-89.931939,"Memphis, Tennessee, USA"
556,2022-10-30,Victorville,California,"Jade Rd and Purple Sage Dr, Victorville, California, USA",34.484223,-117.3687089,"Victorville, California, USA"
557,2022-10-30,Pasadena,California,"N Summitt Ave and Painter St, Pasadena, California, USA",34.1596784,-118.1475892,"Pasadena, California, USA"
558,2022-10-30,Houston,Texas,"9800 Hollock St, Houston, Texas, USA",29.6372069,-95.2435743,"Houston, Texas, USA"
559,2022-10-30,Santa Maria,California,"1000 block of W Morrison Ave, Santa Maria, California, USA",34.943259,-120.4495053,"Santa Maria, California, USA"
560,2022-10-30,Gadsden,Alabama,"Carolyn Ln, Gadsden, Alabama, USA",34.0469138,-85.957974,"Gadsden, Alabama, USA"
561,2022-10-29,Carrollton,Texas,"Marsh Ln and Country Square Dr, Carrollton, Texas, USA",32.9603347,-96.8536509,"Carrollton, Texas, USA"
562,2022-10-29,Paterson,New Jersey,"12 Elm St, Paterson, New Jersey, USA",40.9143745,-74.1759353,"Paterson, New Jersey, USA"
563,2022-10-29,Belleville,New Jersey,"100 block of Bell St, Belleville, New Jersey, USA",40.801851,-74.1513111,"Belleville, New Jersey, USA"
564,2022-10-29,Danville,Virginia,"325 Piedmont Dr, Danville, Virginia, USA",36.5942456,-79.4213854,"Danville, Virginia, USA"
565,2022-10-29,Houston,Texas,"251 W Parker Rd, Houston, Texas, USA",29.8595514,-95.4010191,"Houston, Texas, USA"
566,2022-10-29,Rockingham,North Carolina,"1240 E Broad Ave, Rockingham, North Carolina, USA",34.9227072,-79.7523861,"Rockingham, North Carolina, USA"
567,2022-10-29,Petersburg,Virginia,"600 block of Grove Ave, Petersburg, Virginia, USA",37.2311958,-77.4144339,"Petersburg, Virginia, USA"
568,2022-10-29,Memphis,Tennessee,"2700 block of Cherry Rd, Memphis, Tennessee, USA",35.0738701,-89.9192156,"Memphis, Tennessee, USA"
569,2022-10-29,Rockford,Illinois,"4200 block of Auburn St, Rockford, Illinois, USA",42.2882322,-89.1240855,"Rockford, Illinois, USA"
570,2022-10-29,Wichita Falls,Texas,"1500 block of N 8th St, Wichita Falls, Texas, USA",33.9229014,-98.5099962,"Wichita Falls, Texas, USA"
571,2022-10-29,Kent,Washington,"142nd Pl SE and SE 282nd St, Kent, Washington, USA",47.3484149,-122.1513944,"Kent, Washington, USA"
572,2022-10-29,College Station,Texas,"400 block of Harvey Rd, College Station, Texas, USA",30.6172475,-96.3157745,"College Station, Texas, USA"
573,2022-10-29,Indianapolis,Indiana,"6010 E 30th St, Indianapolis, Indiana, USA",39.8115742,-86.064311,"Indianapolis, Indiana, USA"
574,2022-10-29,Atlanta,Georgia,"200 block of Auburn Ave, Atlanta, Georgia, USA",33.7557763,-84.3811868,"Atlanta, Georgia, USA"
575,2022-10-29,Fountain,Colorado,"6502 S US 85-87, Fountain, Colorado, USA",38.7370958,-104.7321784,"Fountain, Colorado, USA"
576,2022-10-29,Southeast Growth Area,California,"E Hedges Ave and N De Wolf Ave, Southeast Growth Area, California, USA",36.7593304,-119.6459938,"Southeast Growth Area, California, USA"
577,2022-10-29,Memphis,Tennessee,"400 block of Chuck Ave, Memphis, Tennessee, USA",35.0566728,-89.9088168,"Memphis, Tennessee, USA"
578,2022-10-29,Chicago,Illinois,"S Wolcott Ave and W 17th St, Chicago, Illinois, USA",41.8585942,-87.6735685,"Chicago, Illinois, USA"
579,2022-10-29,Fort Myers,Florida,"3718 Palm Beach Blvd, Fort Myers, Florida, USA",26.661838,-81.8379226,"Fort Myers, Florida, USA"
580,2022-10-29,Tampa,Florida,"1000 block of W Busch Blvd, Tampa, Florida, USA",28.0333341,-82.4688185,"Tampa, Florida, USA"
581,2022-10-29,Holiday,Florida,"US-19, Holiday, Florida, USA",28.1878348,-82.7399515,"Holiday, Florida, USA"
582,2022-10-29,Florissant,Missouri,"825 Graham Rd, Florissant, Missouri, USA",38.7843446,-90.3366744,"Florissant, Missouri, USA"
583,2022-10-29,Winter Garden,Florida,"Mildred Dixon Way, Winter Garden, Florida, USA",28.5676663,-81.5692103,"Winter Garden, Florida, USA"
584,2022-10-29,Chicago,Illinois,"1100 block of N Waller Ave, Chicago, Illinois, USA",41.9004592,-87.7683193,"Chicago, Illinois, USA"
585,2022-10-29,Toledo,Ohio,"Elliott Ave and Grand Ave, Toledo, Ohio, USA",41.661701,-83.5825515,"Toledo, Ohio, USA"
586,2022-10-29,Indianapolis,Indiana,"1000 block of Winfield Ave, Indianapolis, Indiana, USA",39.7811401,-86.2072759,"Indianapolis, Indiana, USA"
587,2022-10-29,Jackson,Michigan,"1800 block of Pringle Ave, Jackson, Michigan, USA",42.2468553,-84.3818438,"Jackson, Michigan, USA"
588,2022-10-29,Atlanta (Brookhaven),Georgia,"N Cliff Valley Way and N Druid Hills Rd, Atlanta (Brookhaven), Georgia, USA",33.844835,-84.3392038,"Atlanta (Brookhaven), Georgia, USA"
589,2022-10-29,Greenfield,California,"50 block of 4th St, Greenfield, California, USA",36.3220714,-121.2357016,"Greenfield, California, USA"
590,2022-10-29,Tallahassee,Florida,"2101 W Pensacola St, Tallahassee, Florida, USA",30.440239,-84.3198951,"Tallahassee, Florida, USA"
591,2022-10-29,Houston,Texas,"9101 Clinton Dr, Houston, Texas, USA",29.7374128,-95.2636893,"Houston, Texas, USA"
592,2022-10-29,Houston,Texas,"11285 Southwest Fwy, Houston, Texas, USA",29.6538835,-95.56409,"Houston, Texas, USA"
593,2022-10-29,Baltimore,Maryland,"50 block of N Gilmor St, Baltimore, Maryland, USA",39.2892883,-76.6424317,"Baltimore, Maryland, USA"
594,2022-10-29,Birmingham (Homewood),Alabama,"418 W Valley Ave, Birmingham (Homewood), Alabama, USA",33.4711883,-86.8252896,"Birmingham (Homewood), Alabama, USA"
595,2022-10-29,Los Angeles,California,"8th Street and Union Ave, Los Angeles, California, USA",34.0523407,-118.2721771,"Los Angeles, California, USA"
596,2022-10-29,Milwaukee,Wisconsin,"N 33rd St and W Center St, Milwaukee, Wisconsin, USA",43.0679041,-87.9551676,"Milwaukee, Wisconsin, USA"
597,2022-10-29,Jacksonville,Florida,"5300 block of Golfbrook Dr, Jacksonville, Florida, USA",30.3717646,-81.679237,"Jacksonville, Florida, USA"
598,2022-10-29,Mauldin,South Carolina,"288 Old Mill Rd, Mauldin, South Carolina, USA",34.7921615,-82.3018364,"Mauldin, South Carolina, USA"
599,2022-10-29,San Jose,California,"700 block of Kaufmann Court, San Jose, California, USA",37.336706,-121.8610743,"San Jose, California, USA"
600,2022-10-29,Jacksonville,Florida,"3037 John Hancock Ct, Jacksonville, Florida, USA",30.234365,-81.9300157,"Jacksonville, Florida, USA"
601,2022-10-29,Amarillo,Texas,"1900 block of NW 18th Ave, Amarillo, Texas, USA",35.2326762,-101.8555928,"Amarillo, Texas, USA"
602,2022-10-29,Sioux City,Iowa,"1421 W 5th St, Sioux City, Iowa, USA",42.5022079,-96.4266436,"Sioux City, Iowa, USA"
603,2022-10-29,Erie,Pennsylvania,"1611 Chestnut St, Erie, Pennsylvania, USA",42.1166819,-80.0870809,"Erie, Pennsylvania, USA"
604,2022-10-29,Bradenton,Florida,"2209 Ninth St W, Bradenton, Florida, USA",27.4796916,-82.5710962,"Bradenton, Florida, USA"
605,2022-10-29,Columbia,South Carolina,"7645 Garners Ferry Rd, Columbia, South Carolina, USA",33.9570062,-80.9390901,"Columbia, South Carolina, USA"
606,2022-10-29,Brent,Florida,"Medford Ave and Fremont Ave, Brent, Florida, USA",30.460756,-87.263037,"Brent, Florida, USA"
607,2022-10-29,South Bend,Indiana,"1600 block of Huey St, South Bend, Indiana, USA",41.6956784,-86.2813999,"South Bend, Indiana, USA"
608,2022-10-29,Chicago,Illinois,"400 block of W 104th St, Chicago, Illinois, USA",41.7052111,-87.6332484,"Chicago, Illinois, USA"
609,2022-10-29,Chicago,Illinois,"1900 block of S State St, Chicago, Illinois, USA",41.8560075,-87.627352,"Chicago, Illinois, USA"
610,2022-10-29,Kennewick,Washington,"1100 block of W 5th Ave, Kennewick, Washington, USA",46.2038326,-119.134291,"Kennewick, Washington, USA"
611,2022-10-29,Coram,New York,"24 Middle Country Rd, Coram, New York, USA",40.8740146,-72.9788583,"Coram, New York, USA"
612,2022-10-29,Murfreesboro,Tennessee,"131 John R Rice Blvd, Murfreesboro, Tennessee, USA",35.8493018,-86.4404681,"Murfreesboro, Tennessee, USA"
613,2022-10-29,Baton Rouge,Louisiana,"2500 block of N 31st St, Baton Rouge, Louisiana, USA",30.4705463,-91.15759,"Baton Rouge, Louisiana, USA"
614,2022-10-29,Newark,New York,"145 Railroad Ave, Newark, New York, USA",43.0611495,-77.0931839,"Newark, New York, USA"
615,2022-10-29,Hatchechubbee,Alabama,"Shady Grove Rd, Hatchechubbee, Alabama, USA",32.2797764,-85.3541605,"Hatchechubbee, Alabama, USA"
616,2022-10-29,Memphis,Tennessee,"2000 block of Pendleton St, Memphis, Tennessee, USA",35.0908233,-89.969917,"Memphis, Tennessee, USA"
617,2022-10-29,Clarksdale,Mississippi,"350 S State St, Clarksdale, Mississippi, USA",34.1910586,-90.5725538,"Clarksdale, Mississippi, USA"
618,2022-10-29,West Memphis,Arkansas,"500 block of Wilson Road, West Memphis, Arkansas, USA",35.1505212,-90.1674796,"West Memphis, Arkansas, USA"
619,2022-10-29,Greenwell Springs,Louisiana,"6627 Sullivan Rd, Greenwell Springs, Louisiana, USA",30.5132853,-91.0305274,"Greenwell Springs, Louisiana, USA"
620,2022-10-29,Henderson,Kentucky,"2300 block of Carter Dr, Henderson, Kentucky, USA",37.7988398,-87.6385988,"Henderson, Kentucky, USA"
621,2022-10-29,Manchester,New Hampshire,"I-293 and S Willow St, Manchester, New Hampshire, USA",42.9692188,-71.453549,"Manchester, New Hampshire, USA"
622,2022-10-29,Fairfield,Alabama,"6400 Kelco Pl, Fairfield, Alabama, USA",33.4767341,-86.9235146,"Fairfield, Alabama, USA"
623,2022-10-29,Cochran,Georgia,"112 Ell St, Cochran, Georgia, USA",32.4002595,-83.3486626,"Cochran, Georgia, USA"
624,2022-10-28,Fayetteville,North Carolina,"2400 block of Elcar Dr, Fayetteville, North Carolina, USA",35.0002969,-78.9474961,"Fayetteville, North Carolina, USA"
625,2022-10-28,Oakland,California,"10220 International Blvd, Oakland, California, USA",37.7412675,-122.1678862,"Oakland, California, USA"
626,2022-10-28,Louisville,Kentucky,"S 13th St and W Jefferson St, Louisville, Kentucky, USA",38.2554668,-85.7718905,"Louisville, Kentucky, USA"
627,2022-10-28,Burnet,Texas,"800 block of E Elm St, Burnet, Texas, USA",30.7535223,-98.2182754,"Burnet, Texas, USA"
628,2022-10-28,Detroit,Michigan,"Whitcomb St and Westfield Ave, Detroit, Michigan, USA",42.3631616,-83.1950374,"Detroit, Michigan, USA"
629,2022-10-28,North Highlands,California,"3700 block of Lenore Way, North Highlands, California, USA",38.6567131,-121.3780385,"North Highlands, California, USA"
630,2022-10-28,Macon,Georgia,"2500 block of Willis Dr, Macon, Georgia, USA",32.8635753,-83.5850961,"Macon, Georgia, USA"
631,2022-10-28,Minneapolis,Minnesota,"2711 15th Ave S, Minneapolis, Minnesota, USA",44.9532609,-93.2534714,"Minneapolis, Minnesota, USA"
632,2022-10-28,San Diego,California,"2345 Grove Ave, San Diego, California, USA",32.5719505,-117.0829019,"San Diego, California, USA"
633,2022-10-28,Roanoke,Virginia,"900 block of Marshall Ave SW, Roanoke, Virginia, USA",37.2693841,-79.9581101,"Roanoke, Virginia, USA"
634,2022-10-28,National City,California,"1800 block of E 17th St, National City, California, USA",32.6728608,-117.0858233,"National City, California, USA"
635,2022-10-28,Washington,District of Columbia,"900 block of Bellevue St SE, Washington, District of Columbia, USA",38.83159,-76.9899503,"Washington, District of Columbia, USA"
636,2022-10-28,Seguin,Texas,"3158 I-10, Seguin, Texas, USA",29.5619001,-98.0345987,"Seguin, Texas, USA"
637,2022-10-28,Denver,Colorado,"S Pearl St and E Bayaud Ave, Denver, Colorado, USA",39.7147264,-104.9804233,"Denver, Colorado, USA"
638,2022-10-28,Atlanta,Georgia,"875 MLK Jr Dr NW, Atlanta, Georgia, USA",33.755057,-84.4157278,"Atlanta, Georgia, USA"
639,2022-10-28,Aurora,Colorado,"6360 S Parker Rd, Aurora, Colorado, USA",39.6009103,-104.8034212,"Aurora, Colorado, USA"
640,2022-10-28,Indianapolis,Indiana,"N Parker Ave and E 25th St, Indianapolis, Indiana, USA",39.803404,-86.1143699,"Indianapolis, Indiana, USA"
641,2022-10-28,Miami,Florida,"765 NW 36th St, Miami, Florida, USA",25.8112381,-80.2094732,"Miami, Florida, USA"
642,2022-10-28,Las Vegas,Nevada,"3600 block of Valley Forge Ave, Las Vegas, Nevada, USA",36.1811869,-115.0962457,"Las Vegas, Nevada, USA"
643,2022-10-28,Brooklyn,New York,"Crown St and Franklin Ave, Brooklyn, New York, USA",40.6671487,-73.9592372,"Brooklyn, New York, USA"
644,2022-10-28,Toledo,Ohio,"Junction Ave and Belmont Ave, Toledo, Ohio, USA",41.6482423,-83.5771665,"Toledo, Ohio, USA"
645,2022-10-28,Cleveland,Ohio,"3700 block of W 22nd St, Cleveland, Ohio, USA",41.4483589,-81.698055,"Cleveland, Ohio, USA"
646,2022-10-28,Vernon Rockville (Vernon),Connecticut,"21 Vinetta Dr, Vernon Rockville (Vernon), Connecticut, USA",41.8429822,-72.4816812,"Vernon Rockville (Vernon), Connecticut, USA"
647,2022-10-28,Athens,Georgia,"100 block of Rolling Ridge Dr, Athens, Georgia, USA",33.989924,-83.402494,"Athens, Georgia, USA"
648,2022-10-28,Midvale,Utah,"8555 South Monroe St, Midvale, Utah, USA",40.5958314,-111.8957743,"Midvale, Utah, USA"
649,2022-10-28,Dallas,Texas,"800 block of S Corinth St, Dallas, Texas, USA",32.739691,-96.7986729,"Dallas, Texas, USA"
650,2022-10-28,Houston,Texas,"11285 Southwest Fwy, Houston, Texas, USA",29.6538835,-95.56409,"Houston, Texas, USA"
651,2022-10-28,Boaz,Alabama,"Walker Mountain Rd, Boaz, Alabama, USA",34.10299,-86.1551716,"Boaz, Alabama, USA"
652,2022-10-28,Bakersfield,California,"Pacific St and Brown St, Bakersfield, California, USA",35.381169,-118.9779328,"Bakersfield, California, USA"
653,2022-10-28,Atlanta (College Park),Georgia,"5084 Old National Hwy, Atlanta (College Park), Georgia, USA",33.6167779,-84.4724925,"Atlanta (College Park), Georgia, USA"
654,2022-10-28,Indianapolis,Indiana,"5244 E 32nd St, Indianapolis, Indiana, USA",39.8153792,-86.0806753,"Indianapolis, Indiana, USA"
655,2022-10-28,Vancleave,Mississippi,"Brad Al Dr, Vancleave, Mississippi, USA",30.512619,-88.7721603,"Vancleave, Mississippi, USA"
656,2022-10-28,Gary,Indiana,"4300 block of Kentucky St, Gary, Indiana, USA",41.5400529,-87.3227716,"Gary, Indiana, USA"
657,2022-10-28,Emlenton,Pennsylvania,"716 Big Bend Rd, Emlenton, Pennsylvania, USA",41.2010598,-79.7623739,"Emlenton, Pennsylvania, USA"
658,2022-10-28,Chicago,Illinois,"10900 block of S Halsted Ave, Chicago, Illinois, USA",41.695848,-87.64287,"Chicago, Illinois, USA"
659,2022-10-28,High Point,North Carolina,"4400 Regency Dr, High Point, North Carolina, USA",36.0614373,-79.9604918,"High Point, North Carolina, USA"
660,2022-10-28,Jacksonville,Florida,"Bert Rd, Jacksonville, Florida, USA",30.3300523,-81.5857402,"Jacksonville, Florida, USA"
661,2022-10-28,Columbia,Missouri,"700 E Stadium Blvd, Columbia, Missouri, USA",38.933852,-92.3301744,"Columbia, Missouri, USA"
662,2022-10-28,Nampa,Idaho,"4600 block of Stamm Ln, Nampa, Idaho, USA",43.5937704,-116.5153346,"Nampa, Idaho, USA"
663,2022-10-28,Bigfork,Montana,,,,"Bigfork, Montana, USA"
664,2022-10-28,Goldsboro,North Carolina,"112 Carmel Ln, Goldsboro, North Carolina, USA",35.3360666,-78.040819,"Goldsboro, North Carolina, USA"
665,2022-10-28,Indianapolis,Indiana,"2400 block of N Wheeler St, Indianapolis, Indiana, USA",39.8017955,-86.1134422,"Indianapolis, Indiana, USA"
666,2022-10-28,Bellingham,Washington,"500 block of Mrytle St, Bellingham, Washington, USA",48.7427304,-122.4810495,"Bellingham, Washington, USA"
667,2022-10-28,Fort Worth,Texas,"6400 block of Meadowbrook Dr, Fort Worth, Texas, USA",32.7460589,-97.2203108,"Fort Worth, Texas, USA"
668,2022-10-28,Montclair,New Jersey,"100 block of Lincoln St, Montclair, New Jersey, USA",40.8003179,-74.2134157,"Montclair, New Jersey, USA"
669,2022-10-27,Southington,Connecticut,"800 block of Queen St, Southington, Connecticut, USA",41.6383409,-72.874394,"Southington, Connecticut, USA"
670,2022-10-27,Hartford,Connecticut,"500 block of Hillside Ave, Hartford, Connecticut, USA",41.7368163,-72.6966373,"Hartford, Connecticut, USA"
671,2022-10-27,Albuquerque,New Mexico,"James Cook Dr and Pajarito Rd SW, Albuquerque, New Mexico, USA",34.9931527,-106.7714898,"Albuquerque, New Mexico, USA"
672,2022-10-27,Bowie,Maryland,"12600 block of Memory Ln, Bowie, Maryland, USA",38.9855527,-76.7406637,"Bowie, Maryland, USA"
673,2022-10-27,Philadelphia,Pennsylvania,"4100 block of W Girard Ave, Philadelphia, Pennsylvania, USA",39.9736069,-75.2065402,"Philadelphia, Pennsylvania, USA"
674,2022-10-27,Albuquerque,New Mexico,"5555 Zuni Rd SE, Albuquerque, New Mexico, USA",35.0734387,-106.583919,"Albuquerque, New Mexico, USA"
675,2022-10-27,Elmwood Park,New Jersey,"Parkview Ave, Elmwood Park, New Jersey, USA",40.92026,-74.1281142,"Elmwood Park, New Jersey, USA"
676,2022-10-27,Sacramento,California,"Martin Luther King Blvd and 48th Ave, Sacramento, California, USA",38.5078428,-121.4645564,"Sacramento, California, USA"
677,2022-10-27,Houston,Texas,"5300 block of Sampson St, Houston, Texas, USA",29.715321,-95.3677551,"Houston, Texas, USA"
678,2022-10-27,New Orleans,Louisiana,"7800 block of Weaver Ave, New Orleans, Louisiana, USA",30.0461974,-89.9857677,"New Orleans, Louisiana, USA"
679,2022-10-27,Wichita Falls,Texas,"716 Welch St, Wichita Falls, Texas, USA",33.9115168,-98.4763369,"Wichita Falls, Texas, USA"
